sequence,frame,trans_px,rot_deg,zoom_abs,inliers,features
BlurFace,182,25.495,0.6600,0.00052,206,226
BlurFace,183,3.753,0.3143,0.00020,226,223
BlurFace,184,30.681,0.2775,0.00241,176,195
BlurFace,185,49.484,2.1282,0.00357,145,181
BlurFace,186,49.226,2.2641,0.00451,142,181
BlurFace,187,44.715,1.3037,0.00418,141,150
BlurFace,188,19.239,0.1915,0.00038,132,170
BlurFace,189,9.908,0.3918,0.00003,166,152
BlurFace,190,30.614,0.9082,0.00363,140,183
BlurFace,191,47.740,1.3962,0.00359,157,214
BlurFace,192,46.619,1.1548,0.00530,173,225
BlurFace,193,32.964,0.9337,0.00277,198,243
BlurFace,194,16.308,0.8296,0.00067,237,219
BlurFace,195,15.076,0.2715,0.00083,208,238
BlurFace,196,45.643,1.6008,0.00477,176,210
BlurFace,197,55.837,2.2513,0.00534,120,205
BlurFace,198,58.874,1.3291,0.01105,103,183
BlurFace,199,41.446,1.2936,0.00621,138,163
BlurFace,200,12.498,0.2090,0.00004,158,178
BlurFace,201,14.696,0.5532,0.00261,169,181
BlurFace,202,39.766,1.2535,0.00439,167,180
BlurFace,203,47.127,0.9212,0.00637,139,197
BlurFace,204,45.984,0.4036,0.00560,166,245
BlurFace,205,25.731,1.4912,0.00499,201,208
BlurFace,206,21.699,0.9495,0.00281,162,263
BlurFace,207,50.320,2.4287,0.00924,197,231
BlurFace,208,46.129,2.7610,0.01079,175,209
BlurFace,209,35.708,1.1412,0.00584,168,196
BlurFace,210,2.154,0.4172,0.00026,192,197
BlurFace,211,34.703,0.5567,0.00423,172,220
BlurFace,212,46.053,1.0235,0.00974,181,233
BlurFace,213,35.366,1.3774,0.00571,176,259
BlurFace,214,24.467,1.9154,0.00303,249,257
BlurFace,215,22.256,0.1467,0.00247,191,278
BlurFace,216,54.813,2.5154,0.01004,185,220
BlurFace,217,43.350,2.8874,0.01045,144,175
BlurFace,218,29.702,1.5905,0.00473,143,178
BlurFace,219,13.035,0.0214,0.00120,148,174
BlurFace,220,35.801,1.3902,0.00265,129,183
BlurFace,221,57.983,2.6646,0.00519,135,178
BlurFace,222,49.396,2.1611,0.00509,149,211
BlurFace,223,22.502,0.6017,0.00274,189,222
BlurFace,224,23.944,0.2910,0.00084,179,236
BlurFace,225,51.713,1.7150,0.00711,141,203
BlurFace,226,65.747,3.7748,0.01201,104,207
BlurFace,227,46.506,2.2725,0.01131,130,170
BlurFace,228,29.499,0.4372,0.00001,153,155
BlurFace,229,12.312,0.8013,0.00320,142,151
BlurFace,230,50.431,2.3137,0.00227,104,200
BlurFace,231,68.632,2.4460,0.01507,135,223
BlurFace,232,41.360,2.0410,0.00880,182,231
BlurFace,233,13.479,0.3635,0.00057,226,260
BlurFace,234,39.978,1.7301,0.00196,198,233
BlurFace,235,40.160,2.8865,0.00625,150,215
BlurFace,236,36.418,0.7889,0.00756,146,195
BlurFace,237,33.218,1.5531,0.00048,151,178
BlurFace,238,31.033,1.9952,0.00374,147,173
BlurFace,239,40.273,0.7292,0.00452,139,205
BlurFace,240,50.064,0.2050,0.00736,173,239
BlurFace,241,58.372,0.8653,0.01210,180,311
BlurFace,242,59.005,1.7023,0.01570,209,282
BlurFace,243,31.028,2.3023,0.00685,217,260
BlurFace,244,8.572,0.8323,0.00038,250,272
BlurFace,245,45.999,2.9413,0.01050,204,283
BlurFace,246,51.248,4.1122,0.01094,188,273
BlurFace,247,46.782,2.1020,0.01218,185,263
BlurFace,248,49.555,0.0957,0.00548,172,230
BlurFace,249,49.565,1.3281,0.00257,145,172
BlurFace,250,39.993,1.6210,0.00353,136,144
BlurFace,251,54.455,1.6598,0.00627,86,217
BlurFace,252,58.869,1.2006,0.00607,157,209
BlurFace,253,42.626,0.2357,0.00525,158,252
BlurFace,254,40.908,0.0782,0.00328,190,224
BlurFace,255,39.825,0.7689,0.00191,121,287
BlurFace,256,59.853,1.9427,0.00623,148,216
BlurFace,257,55.983,4.1239,0.01090,135,220
BlurFace,258,38.344,2.3418,0.00785,160,213
BlurFace,259,38.356,1.4167,0.00133,163,243
BlurFace,260,52.564,3.4628,0.00608,195,145
BlurFace,261,50.799,3.1379,0.00321,112,183
BlurFace,262,41.767,0.5084,0.00780,150,249
BlurFace,263,57.215,0.3164,0.01067,139,339
BlurFace,264,47.806,0.0053,0.00226,178,243
BlurFace,265,54.688,2.0639,0.00549,162,239
BlurFace,266,51.421,3.1671,0.00907,121,265
BlurFace,267,51.553,1.9660,0.01199,152,209
BlurFace,268,46.843,0.2788,0.00387,135,200
BlurFace,269,38.218,1.7283,0.01138,101,134
BlurFace,270,58.679,2.9402,0.00811,87,164
BlurFace,271,74.725,2.6619,0.01115,113,289
BlurFace,272,72.624,2.4450,0.01303,141,305
BlurFace,273,47.712,2.4261,0.00687,158,230
BlurFace,274,31.443,0.3125,0.00144,153,259
BlurFace,275,69.055,3.2603,0.00907,161,269
BlurFace,276,65.272,4.7744,0.01289,149,239
BlurFace,277,45.430,2.9754,0.00969,170,218
BlurFace,278,26.056,0.5453,0.00278,161,210
BlurFace,279,33.206,2.2135,0.00601,192,167
BlurFace,280,33.256,1.1635,0.00876,148,222
BlurFace,281,27.980,0.5611,0.01050,152,245
BlurFace,282,60.837,0.8657,0.01218,178,251
BlurFace,283,27.268,2.5289,0.00368,158,185
BlurFace,284,27.806,1.4013,0.00409,126,243
BlurFace,285,68.645,2.6735,0.01394,151,272
BlurFace,286,65.820,5.3524,0.00538,122,181
BlurFace,287,44.500,3.3619,0.00461,132,170
BlurFace,288,2.729,0.2827,0.00087,170,170
BlurFace,289,45.452,2.2055,0.00952,127,181
BlurFace,290,53.495,2.2475,0.01246,135,223
BlurFace,291,61.484,1.8789,0.01102,158,259
BlurFace,292,56.800,1.3400,0.01143,186,276
BlurFace,293,14.412,0.8703,0.00484,256,288
BlurFace,294,14.820,0.8896,0.00144,262,270
BlurFace,295,46.967,1.9829,0.00680,171,277
BlurFace,296,60.894,3.3072,0.01390,176,246
BlurFace,297,56.046,1.6434,0.01012,134,203
BlurFace,298,48.637,0.7236,0.00277,145,172
BlurFace,299,15.534,0.4031,0.00159,151,148
BlurFace,300,11.890,0.5351,0.00192,144,165
BlurFace,301,41.019,1.2708,0.00516,124,197
BlurFace,302,65.019,1.3895,0.00833,147,267
BlurFace,303,83.158,1.4708,0.02088,151,278
BlurFace,304,73.253,1.3662,0.01434,168,291
BlurFace,305,59.321,1.9115,0.01257,172,268
BlurFace,306,25.876,0.9869,0.00428,250,283
BlurFace,307,14.238,0.5029,0.00237,265,267
BlurFace,308,49.245,1.5161,0.01410,183,278
BlurFace,309,64.820,2.4593,0.02130,153,303
BlurFace,310,70.402,1.8829,0.01284,129,277
BlurFace,311,80.066,2.1065,0.02474,129,214
BlurFace,312,50.150,1.2260,0.00623,149,163
BlurFace,313,20.104,0.1547,0.00031,148,161
BlurFace,314,11.878,0.7265,0.00160,153,159
BlurFace,315,33.258,0.8900,0.00322,142,169
BlurFace,316,48.757,0.7676,0.00804,149,249
BlurFace,317,51.526,1.2889,0.00991,179,264
BlurFace,318,30.728,2.2415,0.00932,202,236
BlurFace,319,9.262,0.8166,0.00145,218,247
BlurFace,320,38.611,1.0785,0.00645,173,241
BlurFace,321,54.286,2.3902,0.01195,157,201
BlurFace,322,47.854,2.5230,0.00872,152,173
BlurFace,323,24.984,0.9175,0.00059,162,159
BlurFace,324,12.040,0.3730,0.00084,143,147
BlurFace,325,36.816,1.4865,0.00088,117,114
BlurFace,326,51.618,2.2010,0.00160,88,123
BlurFace,327,39.883,1.3335,0.00640,102,121
BlurFace,328,13.316,0.0245,0.00218,117,127
BlurFace,329,33.756,0.8658,0.00275,90,146
BlurFace,330,72.796,1.8192,0.00320,87,258
BlurFace,331,71.968,0.3306,0.00676,157,195
BlurFace,332,42.872,0.0324,0.00638,128,210
BlurFace,333,11.887,0.1568,0.00090,196,263
BlurFace,334,26.915,0.0646,0.00449,151,203
BlurFace,335,54.783,0.8850,0.00375,102,203
BlurFace,336,69.108,1.3896,0.00097,127,180
BlurFace,337,51.365,1.4423,0.00254,115,182
BlurFace,338,23.111,0.5882,0.00125,147,216
BlurFace,339,13.262,0.3281,0.00263,187,172
BlurFace,340,46.498,1.4057,0.00445,134,162
BlurFace,341,72.942,1.2092,0.00022,93,186
BlurFace,342,64.708,1.1968,0.00307,100,178
BlurFace,343,21.580,0.5800,0.00094,149,243
BlurFace,344,23.583,0.7747,0.00114,162,211
BlurFace,345,59.576,1.6293,0.00678,90,209
BlurFace,346,78.767,2.1702,0.00234,125,197
BlurFace,347,56.495,2.4877,0.00697,128,203
BlurFace,348,17.051,1.4015,0.00330,196,154
BlurFace,349,39.080,0.3010,0.00314,66,230
BlurFace,350,92.929,3.8641,0.00870,98,184
BlurFace,351,64.019,5.0483,0.01657,118,199
BlurFace,352,28.126,1.3652,0.00062,167,249
BlurFace,353,27.560,2.3402,0.00596,199,159
BlurFace,354,58.574,3.5895,0.00776,118,192
BlurFace,355,40.677,2.5684,0.00651,154,197
BlurFace,356,18.252,0.8793,0.00276,157,200
BlurFace,357,41.241,2.1598,0.00597,149,198
BlurFace,358,37.316,3.7890,0.01030,133,176
BlurFace,359,34.856,1.5750,0.01017,102,238
BlurFace,360,56.128,1.4395,0.00257,136,196
BlurFace,361,50.340,2.6797,0.00279,147,142
BlurFace,362,33.674,1.1485,0.00582,112,157
BlurFace,363,33.661,0.4268,0.00712,99,203
BlurFace,364,61.200,0.2792,0.00605,132,298
BlurFace,365,56.349,1.2601,0.00473,148,207
BlurFace,366,32.066,3.0189,0.00657,148,278
BlurFace,367,51.432,1.8130,0.00709,125,256
BlurFace,368,50.085,1.3467,0.00852,137,220
BlurFace,369,47.351,2.7870,0.00492,144,130
BlurFace,370,37.564,1.7036,0.00677,101,192
BlurFace,371,51.562,0.4907,0.00420,112,293
BlurFace,372,71.526,0.9035,0.00584,166,245
BlurFace,373,41.544,2.1745,0.00474,139,280
BlurFace,374,30.744,1.5378,0.00157,134,239
BlurFace,375,54.090,0.6232,0.00815,138,211
BlurFace,376,49.631,2.2281,0.00506,132,157
BlurFace,377,29.379,1.7227,0.00133,128,168
BlurFace,378,35.194,0.3237,0.00361,135,224
BlurFace,379,47.304,0.0364,0.00748,188,256
BlurFace,380,43.042,2.1157,0.01093,189,222
BlurFace,381,11.019,1.5449,0.00211,205,265
BlurFace,382,25.669,1.6011,0.00424,212,247
BlurFace,383,43.867,3.4811,0.00762,156,193
BlurFace,384,40.661,2.8008,0.00881,138,192
BlurFace,385,25.357,0.2036,0.00342,164,192
BlurFace,386,22.754,1.7184,0.00496,175,170
BlurFace,387,35.598,1.9404,0.00707,138,182
BlurFace,388,45.091,2.5380,0.00872,119,196
BlurFace,389,24.495,2.4832,0.00227,171,196
BlurFace,390,29.386,1.4216,0.00769,131,212
BlurFace,391,64.392,4.0186,0.01088,123,175
BlurFace,392,43.810,3.9937,0.00415,112,136
BlurFace,393,12.991,0.4792,0.00075,129,151
BlurFace,394,19.691,1.7345,0.00534,134,157
BlurFace,395,46.218,2.3956,0.00794,129,189
BlurFace,396,44.118,2.4864,0.00816,160,196
BlurFace,397,22.629,1.4674,0.00060,184,209
BlurFace,398,18.264,0.1203,0.00292,183,210
BlurFace,399,54.722,3.0652,0.01102,127,199
BlurFace,400,32.885,3.6675,0.01314,156,150
BlurFace,401,15.894,1.1261,0.00397,136,202
BlurFace,402,10.610,0.5475,0.00371,186,197
BlurFace,403,47.765,1.5955,0.00549,138,226
BlurFace,404,51.587,1.6719,0.01186,172,266
BlurFace,405,47.780,2.9622,0.01084,202,249
BlurFace,406,18.993,2.0831,0.00226,212,285
BlurFace,407,32.952,1.2767,0.00488,180,274
BlurFace,408,53.375,3.8116,0.01440,177,188
BlurFace,409,34.858,3.1287,0.01130,126,184
BlurFace,410,25.517,0.0095,0.00260,154,185
BlurFace,411,19.146,1.6597,0.00614,157,192
BlurFace,412,33.418,1.7977,0.00560,155,190
BlurFace,413,34.454,2.2572,0.00713,163,224
BlurFace,414,19.963,1.5394,0.00032,205,260
BlurFace,415,34.415,1.2417,0.00619,154,257
BlurFace,416,53.657,3.4007,0.00840,166,158
BlurFace,417,29.620,2.6160,0.00627,135,155
BlurFace,418,8.574,0.0802,0.00004,149,156
BlurFace,419,21.658,1.9376,0.00097,126,161
BlurFace,420,35.923,1.8649,0.00746,151,184
BlurFace,421,42.664,1.5636,0.00619,169,250
BlurFace,422,20.597,0.7687,0.00113,228,267
BlurFace,423,20.142,0.2338,0.00166,221,222
BlurFace,424,37.583,2.3139,0.00949,152,167
BlurFace,425,27.193,2.4946,0.00851,110,195
BlurFace,426,20.001,0.7054,0.00190,101,178
BlurFace,427,11.386,0.4364,0.00299,100,186
BlurFace,428,26.861,1.2202,0.00453,110,196
BlurFace,429,46.815,1.4075,0.01675,105,208
BlurFace,430,23.967,0.5372,0.00126,137,209
BlurFace,431,3.729,0.2490,0.00268,172,219
BlurFace,432,19.515,0.6539,0.00130,110,183
BlurFace,433,26.532,0.4861,0.00404,88,158
BlurFace,434,23.680,1.7341,0.01257,72,179
BlurFace,435,24.302,0.5502,0.01076,126,186
BlurFace,436,23.837,0.1734,0.00542,105,212
BlurFace,437,15.885,1.1871,0.00877,105,230
BlurFace,438,16.646,0.0257,0.00369,100,236
BlurFace,439,8.593,0.2144,0.00267,107,215
BlurFace,440,52.618,3.9198,0.00788,69,215
BlurFace,441,50.426,1.8004,0.01447,91,204
BlurFace,442,31.099,0.4847,0.00487,134,207
BlurFace,443,3.322,0.7137,0.00047,179,209
BlurFace,444,17.506,1.0916,0.00581,181,180
BlurFace,445,16.701,0.6494,0.00345,110,165
BlurFace,446,23.259,2.1779,0.00506,110,204
BlurFace,447,13.709,0.3664,0.00487,151,286
BlurFace,448,9.717,0.0992,0.00664,249,203
BlurFace,449,7.595,0.0936,0.00829,181,200
BlurFace,450,9.253,0.2166,0.00788,181,277
BlurFace,451,15.091,0.2513,0.00785,229,209
BlurFace,452,25.443,0.8592,0.00600,181,225
BlurFace,453,13.056,0.5525,0.00165,207,302
BlurFace,454,9.166,0.6173,0.00181,263,228
BlurFace,455,29.299,1.4741,0.00167,175,195
BlurFace,456,25.884,0.6725,0.00550,157,208
BlurFace,457,14.990,0.1573,0.00098,180,205
BlurFace,458,7.482,0.0280,0.00072,202,188
BlurFace,459,23.616,0.2000,0.00019,162,206
BlurFace,460,24.791,0.4701,0.00059,174,234
BlurFace,461,14.130,0.7259,0.00356,221,216
BlurFace,462,20.243,1.3655,0.00332,149,210
BlurFace,463,25.586,0.5562,0.00446,166,200
BlurFace,464,15.517,0.3670,0.00106,171,158
BlurFace,465,13.624,0.9088,0.00219,154,174
BlurFace,466,26.327,0.7679,0.00386,153,197
BlurFace,467,34.539,0.0603,0.00747,159,229
BlurFace,468,50.653,0.6381,0.00659,186,279
BlurFace,469,25.667,1.2952,0.00066,195,309
BlurFace,470,11.544,0.8245,0.00228,215,295
BlurFace,471,42.393,1.4003,0.00352,197,264
BlurFace,472,53.758,3.5768,0.00598,169,231
BlurFace,473,43.462,2.5701,0.00635,183,233
BlurFace,474,2.743,1.2784,0.00039,176,327
BlurFace,475,36.948,1.1636,0.01303,163,203
BlurFace,476,55.687,4.8779,0.01247,104,151
BlurFace,477,38.031,2.4520,0.01356,100,162
BlurFace,478,3.966,0.2772,0.00203,146,173
BlurFace,479,33.752,1.1666,0.00553,133,222
BlurFace,480,41.277,0.8570,0.00731,186,250
BlurFace,481,37.086,2.2112,0.00614,216,250
BlurFace,482,4.180,0.3180,0.00033,249,269
BlurFace,483,33.905,1.8037,0.00898,203,198
BlurFace,484,38.795,2.5724,0.01003,134,157
BlurFace,485,26.129,1.3371,0.01136,110,175
BlurFace,486,17.601,0.1750,0.00208,138,169
BlurFace,487,8.579,1.2313,0.00120,144,170
BlurFace,488,13.897,1.3441,0.00153,154,150
BlurFace,489,17.235,0.5738,0.00115,136,164
BlurFace,490,11.078,0.2045,0.00081,164,235
BlurFace,491,3.765,0.0064,0.00005,233,203
BlurFace,492,4.816,0.1299,0.00027,200,195
BlurFace,493,5.605,0.0696,0.00009,189,209
BlurOwl,2,2.613,0.0318,0.00044,156,218
BlurOwl,3,1.887,0.0712,0.00019,218,228
BlurOwl,4,1.325,0.0452,0.00005,228,255
BlurOwl,5,0.883,0.0649,0.00012,255,260
BlurOwl,6,1.442,0.0772,0.00002,260,279
BlurOwl,7,0.984,0.0738,0.00011,279,298
BlurOwl,8,0.268,0.0712,0.00005,298,304
BlurOwl,9,0.728,0.0735,0.00016,304,259
BlurOwl,10,2.522,0.0602,0.00086,259,235
BlurOwl,11,1.743,0.0638,0.00057,233,263
BlurOwl,12,1.690,0.1060,0.00052,263,223
BlurOwl,13,1.490,0.0566,0.00048,223,240
BlurOwl,14,1.752,0.0351,0.00049,240,209
BlurOwl,15,2.550,0.0242,0.00040,209,198
BlurOwl,16,2.925,0.0181,0.00065,198,150
BlurOwl,17,4.688,0.0165,0.00113,150,131
BlurOwl,18,6.248,0.0648,0.00143,127,142
BlurOwl,19,4.053,0.0326,0.00160,140,242
BlurOwl,20,2.685,0.0741,0.00063,241,128
BlurOwl,21,10.487,0.2778,0.00004,107,208
BlurOwl,22,15.972,0.4035,0.00157,117,786
BlurOwl,23,24.299,0.4126,0.00426,248,800
BlurOwl,24,13.499,0.1210,0.00360,235,617
BlurOwl,25,11.517,0.0084,0.00368,290,202
BlurOwl,26,3.134,0.0073,0.00082,181,150
BlurOwl,27,11.457,0.1239,0.00746,79,608
BlurOwl,28,15.694,0.2327,0.00690,194,800
BlurOwl,29,22.760,0.2933,0.00744,231,529
BlurOwl,30,22.548,0.5558,0.00512,220,422
BlurOwl,31,19.985,0.5160,0.00411,204,207
BlurOwl,32,7.481,0.1390,0.00039,151,185
BlurOwl,33,4.911,0.0938,0.00086,175,116
BlurOwl,34,12.315,0.0331,0.00188,91,382
BlurOwl,35,23.778,0.2562,0.00873,164,800
BlurOwl,36,20.252,0.0060,0.00680,207,800
BlurOwl,37,14.908,0.1675,0.01107,206,300
BlurOwl,38,14.534,0.2150,0.00812,97,170
BlurOwl,39,8.089,0.2955,0.00651,93,291
BlurOwl,40,8.985,0.6482,0.01043,61,800
BlurOwl,41,39.623,0.6686,0.01104,99,800
BlurOwl,42,15.756,0.3643,0.03727,93,800
BlurOwl,43,40.807,1.5908,0.01106,130,407
BlurOwl,44,5.324,0.3794,0.00183,129,169
BlurOwl,45,9.966,0.9711,0.01446,41,800
BlurOwl,46,79.696,0.2128,0.03491,56,800
BlurOwl,47,57.131,1.3473,0.01725,79,800
BlurOwl,48,41.474,0.4231,0.01081,152,800
BlurOwl,49,8.985,0.3962,0.00056,274,154
BlurOwl,50,31.746,1.7815,0.02197,24,800
BlurOwl,51,12.497,0.3985,0.00549,61,800
BlurOwl,52,7.222,0.3275,0.00563,89,800
BlurOwl,53,13.968,0.2408,0.00112,140,208
BlurOwl,54,3.433,0.3036,0.00607,83,800
BlurOwl,55,9.200,1.4620,0.02361,61,800
BlurOwl,56,41.518,0.5406,0.02345,97,800
BlurOwl,57,28.184,1.2329,0.00239,101,186
BlurOwl,58,1.158,0.8521,0.00812,50,800
BlurOwl,59,15.368,0.7254,0.00460,111,800
BlurOwl,60,45.267,0.2012,0.01087,189,800
BlurOwl,61,5.658,0.1085,0.00428,72,741
BlurOwl,62,15.861,0.6092,0.00142,126,800
BlurOwl,63,15.461,0.9341,0.02275,60,800
BlurOwl,64,43.519,0.0829,0.01470,137,800
BlurOwl,65,35.295,1.2416,0.00339,138,575
BlurOwl,66,3.327,0.7162,0.00069,407,407
BlurOwl,67,6.083,0.0564,0.01224,60,800
BlurOwl,68,62.684,0.9783,0.01703,107,800
BlurOwl,69,49.379,1.4950,0.00650,85,125
BlurOwl,70,3.504,0.6512,0.00194,118,578
BlurOwl,71,16.001,0.2423,0.02430,69,800
BlurOwl,72,35.542,0.4231,0.01156,113,800
BlurOwl,73,55.052,1.8353,0.02614,63,428
BlurOwl,74,29.671,1.2529,0.00120,60,800
BlurOwl,75,4.126,0.1900,0.00076,74,800
BlurOwl,76,21.584,4.0850,0.01289,31,800
BlurOwl,77,45.884,0.9902,0.00352,46,273
BlurOwl,78,4.723,0.0340,0.00016,96,800
BlurOwl,79,52.284,1.2778,0.02033,82,800
BlurOwl,80,48.878,0.7719,0.00758,138,800
BlurOwl,81,32.643,2.0333,0.00815,128,170
BlurOwl,82,9.419,1.8650,0.00504,55,592
BlurOwl,83,3.501,0.1912,0.02341,67,800
BlurOwl,84,67.247,0.0179,0.02528,60,800
BlurOwl,85,5.441,3.5961,0.03727,70,198
BlurOwl,86,12.918,1.1781,0.01014,33,800
BlurOwl,87,50.730,0.4287,0.00564,129,800
BlurOwl,88,41.072,0.3325,0.00290,97,800
BlurOwl,89,16.177,1.2470,0.00171,177,171
BlurOwl,90,8.817,1.2499,0.00175,27,800
BlurOwl,91,5.343,0.8246,0.02945,73,800
BlurOwl,92,94.061,1.6583,0.03667,61,800
BlurOwl,93,20.633,1.9247,0.01152,115,114
BlurOwl,94,6.609,0.6582,0.00270,17,43
BlurOwl,95,61.201,0.0660,0.01418,22,34
BlurOwl,96,48.993,1.8106,0.07438,9,266
BlurOwl,97,17.864,1.4037,0.00021,76,154
BlurOwl,98,5.415,0.6816,0.00267,63,800
BlurOwl,99,38.088,0.1503,0.01699,91,800
BlurOwl,100,43.802,0.5964,0.01323,117,124
BlurOwl,101,21.577,0.3588,0.00972,33,135
BlurOwl,102,10.759,0.3452,0.05670,21,136
BlurOwl,103,18.269,1.3672,0.02544,29,46
BlurOwl,104,26.392,3.8450,0.05073,7,608
BlurOwl,105,24.669,1.2205,0.02880,42,800
BlurOwl,106,32.400,1.4382,0.02086,38,800
BlurOwl,107,38.511,1.1747,0.01710,71,570
BlurOwl,108,21.016,1.1627,0.00022,173,138
BlurOwl,109,2.862,0.2879,0.00034,134,121
BlurOwl,110,12.300,1.1890,0.00538,102,165
BlurOwl,111,21.679,2.0369,0.00058,136,271
BlurOwl,112,21.646,1.4318,0.00161,167,344
BlurOwl,113,7.064,0.4916,0.00560,205,164
BlurOwl,114,2.156,0.0894,0.00942,84,479
BlurOwl,115,27.492,0.8837,0.00184,70,800
BlurOwl,116,45.951,4.1812,0.00639,26,800
BlurOwl,117,33.861,1.0043,0.02013,41,217
BlurOwl,118,28.560,2.1165,0.00903,31,72
BlurOwl,119,26.039,0.8975,0.00108,41,129
BlurOwl,120,27.360,1.4824,0.00901,55,295
BlurOwl,121,32.312,1.3418,0.00022,84,800
BlurOwl,122,20.693,0.0066,0.00526,231,800
BlurOwl,123,22.333,0.7810,0.01396,137,800
BlurOwl,124,32.015,1.2295,0.00202,192,416
BlurOwl,125,20.518,0.3254,0.00375,141,192
BlurOwl,126,8.183,0.6205,0.00172,130,173
BlurOwl,127,11.278,0.0717,0.00380,128,153
BlurOwl,128,18.448,1.3569,0.00625,118,152
BlurOwl,129,4.525,0.7327,0.00138,149,155
BlurOwl,130,14.105,0.3446,0.00244,117,227
BlurOwl,131,7.278,0.0022,0.00124,113,227
BlurOwl,132,15.259,1.0491,0.00793,120,613
BlurOwl,133,15.481,1.1379,0.00515,153,196
BlurOwl,134,17.654,0.8336,0.00832,108,204
BlurOwl,135,18.848,0.4216,0.00043,124,144
BlurOwl,136,4.292,0.5591,0.01172,119,131
BlurOwl,137,7.701,0.4987,0.00123,91,122
BlurOwl,138,1.513,1.3911,0.00637,108,185
BlurOwl,139,6.225,1.7664,0.00091,142,132
BlurOwl,140,4.831,0.9388,0.00018,127,156
BlurOwl,141,18.764,0.0730,0.00845,88,297
BlurOwl,142,2.855,0.0254,0.00158,185,142
BlurOwl,143,3.902,0.9148,0.00042,86,153
BlurOwl,144,33.035,2.2605,0.01190,41,750
BlurOwl,145,30.247,0.4158,0.00209,139,210
BlurOwl,146,0.697,0.1401,0.00126,153,205
BlurOwl,147,13.660,0.0014,0.00286,120,249
BlurOwl,148,17.590,1.3051,0.00434,111,134
BlurOwl,149,15.147,4.7183,0.03739,25,800
BlurOwl,150,38.355,0.2258,0.01900,127,351
BlurOwl,151,28.850,1.0021,0.00794,57,116
BlurOwl,152,14.361,0.7216,0.00468,60,120
BlurOwl,153,23.786,0.6757,0.01821,29,149
BlurOwl,154,37.361,1.4636,0.01229,18,800
BlurOwl,155,77.338,1.3325,0.00625,78,800
BlurOwl,156,51.763,0.3585,0.01214,62,627
BlurOwl,157,9.894,0.1062,0.00013,137,169
BlurOwl,158,16.613,0.5605,0.00707,123,200
BlurOwl,159,14.798,0.0722,0.00423,57,267
BlurOwl,160,28.295,1.9186,0.01720,43,800
BlurOwl,161,51.450,1.1178,0.00908,109,800
BlurOwl,162,30.141,2.8465,0.01930,58,136
BlurOwl,163,16.093,0.4290,0.00470,126,175
BlurOwl,164,10.619,0.7383,0.00142,134,128
BlurOwl,165,9.296,0.6978,0.00233,75,77
BlurOwl,166,46.320,1.4766,0.01398,34,88
BlurOwl,167,45.081,1.0880,0.00693,50,800
BlurOwl,168,37.239,1.3053,0.01378,111,800
BlurOwl,169,55.260,0.1230,0.01708,118,800
BlurOwl,170,43.422,0.3849,0.01220,137,800
BlurOwl,171,5.832,1.6106,0.01151,163,138
BlurOwl,172,13.044,0.8382,0.00775,84,769
BlurOwl,173,16.687,0.1103,0.00367,174,205
BlurOwl,174,0.910,0.2698,0.00192,191,368
BlurOwl,175,22.481,0.3802,0.00050,156,784
BlurOwl,176,23.234,0.1230,0.00062,255,695
BlurOwl,177,38.389,1.7434,0.00455,166,800
BlurOwl,178,37.209,1.1290,0.00122,198,685
BlurOwl,179,19.561,0.8617,0.00351,208,221
BlurOwl,180,7.921,0.2084,0.00887,159,299
BlurOwl,181,10.771,0.1491,0.00106,269,172
BlurOwl,182,14.636,0.4549,0.01257,76,636
BlurOwl,183,28.472,0.5449,0.00733,120,800
BlurOwl,184,32.690,0.1006,0.01191,160,365
BlurOwl,185,14.363,0.0495,0.00285,214,220
BlurOwl,186,1.792,0.0061,0.00017,197,239
BlurOwl,187,25.891,0.0745,0.00280,81,800
BlurOwl,188,24.231,0.7488,0.01472,159,187
BlurOwl,189,49.736,0.0148,0.06119,44,800
BlurOwl,190,35.106,1.2964,0.01241,111,800
BlurOwl,191,19.190,0.1368,0.01785,82,592
BlurOwl,192,30.855,1.0374,0.01901,138,165
BlurOwl,193,17.053,0.9970,0.00742,147,151
BlurOwl,194,15.548,0.4521,0.00117,92,228
BlurOwl,195,13.012,0.1268,0.00113,167,251
BlurOwl,196,7.088,0.6868,0.00038,179,283
BlurOwl,197,14.353,0.2938,0.00886,90,800
BlurOwl,198,28.167,0.5511,0.00089,134,515
BlurOwl,199,9.417,0.5581,0.00052,168,777
BlurOwl,200,30.814,0.1774,0.00547,149,800
BlurOwl,201,19.089,0.1078,0.00478,208,486
BlurOwl,202,23.484,0.5889,0.00753,189,242
BlurOwl,203,19.084,0.3306,0.00735,152,232
BlurOwl,204,14.282,0.5729,0.00087,122,167
BlurOwl,205,7.258,0.2691,0.00132,150,166
BlurOwl,206,9.887,0.4158,0.00086,132,175
BlurOwl,207,18.670,0.5481,0.00373,97,196
BlurOwl,208,16.059,0.7952,0.00056,137,174
BlurOwl,209,8.686,0.5466,0.01048,103,215
BlurOwl,210,12.370,0.0598,0.00157,136,141
BlurOwl,211,20.967,0.5241,0.00155,101,156
BlurOwl,212,25.913,1.8470,0.00063,87,103
BlurOwl,213,19.015,0.8135,0.00519,75,136
BlurOwl,214,11.608,0.5879,0.00824,104,145
BlurOwl,215,8.352,0.7702,0.00249,135,138
BlurOwl,216,11.770,0.2855,0.00187,100,146
BlurOwl,217,33.302,0.2224,0.00857,57,800
